DBN,RH School,BN,CEP URL,Total Enrollment,Num Female,Num Black,Num Hispanic
21K337,n,K337,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K337.pdf,347,141,13,131
21K344,n,K344,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K344.pdf,623,281,86,118
21K348,n,K348,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K348.pdf,241,44,116,69
21K410,n,K410,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K410.pdf,1904,765,796,470
21K468,n,K468,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K468.pdf,669,315,166,214
21K525,n,K525,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K525.pdf,3693,2137,807,713
21K540,n,K540,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K540.pdf,2203,1105,689,507
21K559,n,K559,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K559.pdf,286,145,89,119
21K572,n,K572,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K572.pdf,378,182,68,136
21K620,n,K620,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K620.pdf,412,96,230,102
21K690,n,K690,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K690.pdf,929,458,37,271
21K728,n,K728,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K728.pdf,245,113,114,97
21K840,n,K840,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K840.pdf,264,132,6,73
22K014,n,K014,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K014.pdf,527,233,189,82
22K052,n,K052,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K052.pdf,817,403,121,114
22K078,n,K078,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K078.pdf,569,261,375,61
22K109,n,K109,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K109.pdf,582,279,457,89
22K119,n,K119,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K119.pdf,447,216,262,68
22K134,n,K134,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K134.pdf,587,296,21,48
22K139,n,K139,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K139.pdf,949,455,229,397
22K152,n,K152,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K152.pdf,655,322,379,185
22K193,n,K193,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K193.pdf,703,347,293,98
22K194,n,K194,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K194.pdf,557,284,258,111
22K195,n,K195,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K195.pdf,484,242,6,8
22K197,n,K197,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K197.pdf,769,398,69,85
22K198,n,K198,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K198.pdf,408,205,338,42
22K203,n,K203,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K203.pdf,675,325,496,73
22K206,n,K206,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K206.pdf,1518,772,25,154
22K207,n,K207,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K207.pdf,1159,542,392,183
22K217,n,K217,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K217.pdf,1141,565,98,187
22K222,n,K222,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K222.pdf,888,414,122,159
22K234,n,K234,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K234.pdf,1768,886,291,260
22K236,n,K236,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K236.pdf,559,283,108,82
22K240,n,K240,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K240.pdf,689,326,396,111
22K245,n,K245,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K245.pdf,312,163,168,124
22K251,n,K251,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K251.pdf,478,248,358,69
22K254,n,K254,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K254.pdf,766,360,6,65
22K255,n,K255,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K255.pdf,882,430,22,85
22K277,n,K277,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K277.pdf,433,208,10,52
22K278,n,K278,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K278.pdf,1203,585,480,211
22K312,n,K312,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K312.pdf,786,396,291,116
22K315,n,K315,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K315.pdf,650,326,350,175
22K326,n,K326,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K326.pdf,170,85,101,25
22K361,n,K361,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K361.pdf,639,303,479,102
22K381,n,K381,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K381.pdf,255,127,142,47
22K405,n,K405,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K405.pdf,4156,2322,1168,528
22K425,n,K425,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K425.pdf,3797,1608,578,643
22K535,n,K535,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K535.pdf,1057,589,72,94
22K555,n,K555,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K555.pdf,660,422,455,76
22K611,n,K611,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K611.pdf,414,202,140,69
22K630,n,K630,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K630.pdf,210,94,54,70
22K853,n,K853,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K853.pdf,274,113,79,37
22K889,n,K889,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K889.pdf,136,69,48,25
22K890,n,K890,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K890.pdf,213,100,82,76
23K041,y,K041,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K041.pdf,402,183,239,134
23K137,n,K137,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K137.pdf,289,142,221,52
23K150,n,K150,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K150.pdf,191,89,119,60
23K155,n,K155,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K155.pdf,442,219,217,202
23K156,n,K156,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K156.pdf,642,311,507,117
23K165,n,K165,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K165.pdf,290,141,230,45
23K178,n,K178,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K178.pdf,338,175,259,50
23K184,n,K184,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K184.pdf,533,258,371,147
23K284,n,K284,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K284.pdf,280,130,190,87
23K298,n,K298,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K298.pdf,281,136,193,72
23K323,n,K323,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K323.pdf,614,343,467,120
23K327,n,K327,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K327.pdf,292,147,189,78
23K363,n,K363,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K363.pdf,278,146,192,77
23K392,n,K392,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K392.pdf,307,183,239,47
23K401,n,K401,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K401.pdf,316,155,197,110
23K446,n,K446,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K446.pdf,389,197,293,73
23K493,n,K493,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K493.pdf,239,112,201,30
23K514,n,K514,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K514.pdf,153,69,129,19
23K518,n,K518,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K518.pdf,196,98,169,21
23K522,n,K522,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K522.pdf,173,96,151,20
23K599,n,K599,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K599.pdf,386,187,289,83
23K643,n,K643,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K643.pdf,217,91,172,36
23K644,n,K644,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K644.pdf,651,0,579,55
23K647,n,K647,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K647.pdf,227,109,179,40
23K664,n,K664,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K664.pdf,102,55,73,24
23K668,n,K668,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K668.pdf,134,58,97,25
23K671,n,K671,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K671.pdf,199,100,165,29
23K697,n,K697,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_K697.pdf,205,101,161,32
24Q005,n,Q005,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q005.pdf,1788,833,32,989
24Q007,n,Q007,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q007.pdf,1375,656,4,482
24Q012,n,Q012,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q012.pdf,1157,545,1,471
24Q013,y,Q013,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q013.pdf,1515,756,125,848
24Q014,y,Q014,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q014.pdf,1574,807,35,1411
24Q016,n,Q016,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q016.pdf,1509,742,1,1369
24Q019,y,Q019,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q019.pdf,1889,924,8,1767
24Q028,n,Q028,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q028.pdf,473,256,0,439
24Q049,n,Q049,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q049.pdf,1204,595,13,285
24Q058,n,Q058,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q058.pdf,1024,507,6,407
24Q061,n,Q061,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q061.pdf,2251,1030,57,2008
24Q068,n,Q068,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q068.pdf,597,282,10,522
24Q071,n,Q071,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q071.pdf,700,343,6,376
24Q073,n,Q073,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q073.pdf,1971,912,15,1143
24Q077,n,Q077,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q077.pdf,928,455,18,734
24Q081,n,Q081,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q081.pdf,643,310,12,544
24Q087,n,Q087,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q087.pdf,617,296,12,341
24Q088,n,Q088,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q088.pdf,862,394,15,425
24Q089,n,Q089,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q089.pdf,1810,918,1,1346
24Q091,n,Q091,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q091.pdf,737,362,15,378
24Q093,n,Q093,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q093.pdf,1124,551,28,810
24Q102,n,Q102,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q102.pdf,1303,629,40,415
24Q110,n,Q110,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q110.pdf,894,451,3,817
24Q113,n,Q113,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q113.pdf,884,439,14,366
24Q119,n,Q119,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q119.pdf,1275,649,25,377
24Q125,n,Q125,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q125.pdf,1509,735,29,803
24Q128,n,Q128,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q128.pdf,952,478,6,188
24Q143,n,Q143,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q143.pdf,1346,665,12,1261
24Q153,n,Q153,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q153.pdf,1126,525,9,510
24Q199,n,Q199,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q199.pdf,801,379,16,459
24Q211,n,Q211,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q211.pdf,517,259,17,453
24Q229,n,Q229,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q229.pdf,1421,676,29,583
24Q236,n,Q236,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q236.pdf,273,141,12,177
24Q239,n,Q239,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q239.pdf,539,256,11,409
24Q264,n,Q264,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q264.pdf,649,340,29,329
24Q267,n,Q267,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q267.pdf,407,197,33,251
24Q290,n,Q290,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q290.pdf,588,288,17,287
24Q293,n,Q293,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q293.pdf,593,318,29,409
24Q296,n,Q296,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q296.pdf,423,189,1,419
24Q299,n,Q299,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q299.pdf,643,396,66,121
24Q305,n,Q305,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q305.pdf,592,282,12,452
24Q307,n,Q307,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q307.pdf,899,448,8,856
24Q311,n,Q311,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q311.pdf,761,390,14,733
24Q330,y,Q330,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q330.pdf,561,284,21,497
24Q331,n,Q331,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q331.pdf,891,464,19,627
24Q343,n,Q343,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q343.pdf,423,207,0,244
24Q455,n,Q455,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q455.pdf,1805,696,144,1075
24Q485,n,Q485,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q485.pdf,1715,751,100,1090
24Q520,n,Q520,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q520.pdf,508,270,13,414
24Q530,n,Q530,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q530.pdf,507,268,13,327
24Q550,n,Q550,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q550.pdf,784,415,59,597
24Q560,n,Q560,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q560.pdf,649,296,35,350
24Q585,n,Q585,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q585.pdf,1212,599,20,562
24Q600,n,Q600,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q600.pdf,1522,587,77,1215
24Q610,n,Q610,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q610.pdf,2088,416,83,960
24Q744,n,Q744,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q744.pdf,239,80,32,173
25Q020,n,Q020,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q020.pdf,1213,571,47,258
25Q021,n,Q021,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q021.pdf,1346,661,13,400
25Q022,n,Q022,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q022.pdf,915,444,9,284
25Q024,n,Q024,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q024.pdf,1046,481,19,113
25Q025,n,Q025,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q025.pdf,1053,476,20,243
25Q029,n,Q029,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q029.pdf,703,337,10,442
25Q032,n,Q032,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q032.pdf,994,509,7,174
25Q079,n,Q079,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q079.pdf,1088,528,5,219
25Q107,n,Q107,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q107.pdf,938,451,16,314
25Q120,n,Q120,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q120.pdf,976,491,4,141
25Q129,n,Q129,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q129.pdf,1079,519,17,554
25Q130,n,Q130,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q130.pdf,407,189,13,80
25Q154,n,Q154,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q154.pdf,664,308,62,172
25Q163,n,Q163,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q163.pdf,813,373,8,124
25Q164,n,Q164,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q164.pdf,678,339,33,177
25Q165,n,Q165,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q165.pdf,714,346,84,142
25Q169,n,Q169,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q169.pdf,434,227,19,113
25Q184,n,Q184,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q184.pdf,518,259,1,70
25Q185,n,Q185,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q185.pdf,1506,717,27,447
25Q189,n,Q189,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q189.pdf,775,376,23,229
25Q193,n,Q193,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q193.pdf,559,270,5,111
25Q194,n,Q194,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q194.pdf,1280,583,18,358
25Q200,n,Q200,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q200.pdf,541,262,108,272
25Q201,n,Q201,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q201.pdf,474,220,182,188
25Q209,n,Q209,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q209.pdf,557,295,4,97
25Q214,n,Q214,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q214.pdf,443,225,31,107
25Q219,n,Q219,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q219.pdf,625,293,43,183
25Q237,n,Q237,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q237.pdf,1377,624,69,206
25Q240,n,Q240,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q240.pdf,567,298,71,346
25Q241,n,Q241,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q241.pdf,424,236,25,119
25Q242,n,Q242,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q242.pdf,397,188,15,58
25Q244,n,Q244,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q244.pdf,459,220,5,34
25Q250,n,Q250,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q250.pdf,367,178,90,118
25Q252,n,Q252,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q252.pdf,588,306,89,138
25Q263,n,Q263,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q263.pdf,426,192,8,207
25Q281,n,Q281,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q281.pdf,649,308,43,114
25Q285,n,Q285,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q285.pdf,582,340,22,221
25Q294,n,Q294,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q294.pdf,363,176,14,95
25Q379,n,Q379,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q379.pdf,154,75,1,105
25Q409,n,Q409,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q409.pdf,196,88,0,95
25Q425,n,Q425,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q425.pdf,3522,1782,670,1528
25Q460,n,Q460,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q460.pdf,1595,765,307,942
25Q499,n,Q499,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q499.pdf,535,277,104,80
25Q525,n,Q525,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q525.pdf,1182,800,60,146
25Q540,n,Q540,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q540.pdf,357,145,80,199
25Q670,n,Q670,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q670.pdf,702,308,88,248
25Q792,n,Q792,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q792.pdf,189,86,85,62
26Q018,n,Q018,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q018.pdf,590,285,77,85
26Q026,n,Q026,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q026.pdf,715,380,69,108
26Q031,y,Q031,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q031.pdf,539,244,42,109
26Q041,n,Q041,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q041.pdf,464,241,6,90
26Q046,n,Q046,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q046.pdf,559,266,27,81
26Q067,n,Q067,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q067.pdf,951,475,34,124
26Q074,n,Q074,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q074.pdf,1158,540,40,131
26Q094,n,Q094,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q094.pdf,310,156,10,50
26Q098,n,Q098,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q098.pdf,281,129,13,41
26Q115,n,Q115,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q115.pdf,778,373,43,97
26Q133,n,Q133,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q133.pdf,584,301,36,98
26Q158,n,Q158,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q158.pdf,1078,512,45,163
26Q159,n,Q159,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q159.pdf,662,335,6,94
26Q162,n,Q162,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q162.pdf,661,325,11,71
26Q172,n,Q172,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q172.pdf,979,471,81,158
26Q173,n,Q173,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q173.pdf,964,451,16,111
26Q178,n,Q178,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q178.pdf,548,278,39,52
26Q186,n,Q186,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q186.pdf,376,155,50,68
26Q188,n,Q188,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q188.pdf,720,334,9,47
26Q191,n,Q191,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q191.pdf,383,210,14,53
26Q203,n,Q203,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q203.pdf,914,417,15,91
26Q205,n,Q205,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q205.pdf,316,150,11,67
26Q213,n,Q213,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q213.pdf,456,200,32,66
26Q216,n,Q216,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q216.pdf,1520,739,72,212
26Q221,n,Q221,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q221.pdf,635,303,16,94
26Q266,n,Q266,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q266.pdf,654,310,143,162
26Q315,n,Q315,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q315.pdf,519,169,225,101
26Q376,n,Q376,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q376.pdf,173,90,8,34
26Q415,n,Q415,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q415.pdf,3609,1963,774,752
26Q430,n,Q430,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q430.pdf,4492,2230,276,958
26Q435,n,Q435,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q435.pdf,1162,530,528,203
26Q495,n,Q495,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q495.pdf,2850,1361,355,767
26Q566,n,Q566,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q566.pdf,1070,529,563,158
27Q042,n,Q042,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q042.pdf,642,319,445,158
27Q043,n,Q043,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q043.pdf,896,446,514,295
27Q045,n,Q045,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q045.pdf,319,155,205,64
27Q047,n,Q047,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q047.pdf,244,118,4,39
27Q051,n,Q051,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q051.pdf,245,127,10,117
27Q053,n,Q053,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q053.pdf,230,93,119,97
27Q056,n,Q056,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q056.pdf,358,185,13,156
27Q060,n,Q060,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q060.pdf,1177,554,35,853
27Q062,n,Q062,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q062.pdf,911,442,36,222
27Q063,n,Q063,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q063.pdf,1213,597,78,558
27Q064,n,Q064,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q064.pdf,555,282,15,163
27Q065,n,Q065,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q065.pdf,454,224,26,189
27Q066,n,Q066,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q066.pdf,492,248,26,316
27Q090,n,Q090,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q090.pdf,810,392,32,466
27Q096,n,Q096,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q096.pdf,314,156,60,50
27Q097,n,Q097,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q097.pdf,714,337,14,514
27Q100,n,Q100,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q100.pdf,964,491,61,199
27Q104,n,Q104,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q104.pdf,634,283,256,321
27Q105,n,Q105,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q105.pdf,832,408,500,285
27Q106,n,Q106,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q106.pdf,209,110,129,56
27Q108,n,Q108,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q108.pdf,1412,675,80,806
27Q114,n,Q114,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q114.pdf,678,333,9,74
27Q123,n,Q123,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q123.pdf,668,331,375,126
27Q124,n,Q124,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q124.pdf,1134,542,221,251
27Q137,n,Q137,https://www.nycenet.edu/documents/oaosi/cep/2018-19/cep_Q137.pdf,1916,912,97,681
